"Date","Alibaba","Alphabet","AMCX","Autonation Inc","Brunswick Corp","Buzzfeed","CBRE","Comcast","Compass Inc","CRMT","Doordash","Ebay","Etsy","EXP World Holding","Joyy","Kingsoft","Nextdoor Holding","Opendoor","Oracle","Paltalk","Paramount Global","Phoenix New","Pinterest","Sirius XM Holding","Snowflake","Spotify","Topgolf Callaway","Uber","Vista Outdoor","VROOM Inc","Warner Bros","Weibo","Yelp"
2020-01-29,43.79,72.835,37.23,43.79,62.94,NA,61.45,43.32,NA,113.38,NA,34.58,50.15,5.765,62.49,NA,NA,NA,53.2,3,34.69,11.7,22.62,7.08,NA,141.57,21.68,36.99,7.3,NA,NA,43.92,35.39
2020-01-28,44.07,72.525,38.18,44.07,62.64,NA,61.46,44.04,NA,112.75,NA,36.21,49.83,5.78,60.02,NA,NA,NA,53.46,2.8,35.36,116.406,22.18,7.13,NA,144.3,21.25,37.01,7.21,NA,NA,43.46,35.41
2020-01-27,44.19,71.587,37.72,44.19,61.28,NA,60.44,44,NA,108.75,NA,35.48,49.32,5.66,58.31,NA,NA,NA,52.69,2.75,35.13,11.7,21.83,7.115,NA,144.34,21.01,36.3,6.97,NA,NA,43.14,35.35
2020-01-24,44.35,73.309,38.25,44.35,62.44,NA,60.77,44.59,NA,109.25,NA,35.36,50.52,5.68,59.29,NA,NA,NA,54.07,2.5,35.79,11.82,22.44,7.11,NA,146.63,21.31,36.8,7.21,NA,NA,43.56,36.12
2020-01-23,45,74.234,38.85,45,62.81,NA,60.84,45.65,NA,110.71,NA,35.61,50.23,5.64,61.63,NA,NA,NA,54.98,NA,36.99,11.94,22.61,7.16,NA,148.97,21.77,37.4,7.3,NA,NA,44.3,35.93
2020-01-22,44.87,74.209,41.21,44.87,60.08,NA,60.91,47.44,NA,110.35,NA,35.89,50.24,5.49,63.39,NA,NA,NA,54.72,2.9,38.45,12,22.42,7.2,NA,148.12,21.85,37.04,7.4,NA,NA,43.96,35.81
2020-01-21,45.12,74.113,42.35,45.12,58.82,NA,61.1,47.3,NA,110.3,NA,35.72,50.7,5.34,65.03,NA,NA,NA,55.22,2.25,38.73,12,22.3,7.15,NA,148.95,21.83,37.6,7.44,NA,NA,44.13,35.33
2020-01-17,45.6,73.976,42.25,45.6,58.75,NA,61.03,47.5,NA,109.55,NA,35.82,51.44,5.415,66.09,NA,NA,NA,55.13,2.9,39.49,11.76,23,7.17,NA,148.34,22.02,35.13,7.44,NA,NA,46.79,36.51
2020-01-16,46,72.508,41.36,46,59.29,NA,60.8,46.87,NA,110.04,NA,35.92,50.9,5.44,66.14,NA,NA,NA,55.43,3.5,40.04,11.64,22.95,7.2,NA,151.84,22.05,34.68,7.57,NA,NA,48,37.24
2020-01-15,46.25,71.96,40.75,46.25,59.34,NA,60.39,46.28,NA,107.79,NA,35.33,48.86,5.37,66.45,NA,NA,NA,54.76,3.05,39.69,11.7,21.76,7.17,NA,152.45,22.08,35.01,7.31,NA,NA,50.37,36.95
2020-01-14,46.14,71.53,41.35,46.14,59.1,NA,60.28,46.03,NA,108.01,NA,35.35,49.15,5.335,66.83,NA,NA,NA,54.88,2.75,40.33,11.88,21.51,7.11,NA,149.4,21.88,34.84,7.17,NA,NA,50.41,36.59
2020-01-13,45.9,72.002,40.73,45.9,58.08,NA,60.66,45.8,NA,109.79,NA,34.73,47.96,5.225,66.65,NA,NA,NA,54.58,NA,40.8,11.88,19.62,7.05,NA,150.87,21.78,34.14,7.04,NA,NA,51.69,36.23
2020-01-10,45.42,71.448,39.69,45.42,56.81,NA,60.24,44.98,NA,108.37,NA,34.89,46.13,5.09,65.49,NA,NA,NA,54.45,3.5,40.31,11.97,19.78,7,NA,156.04,21.4,34.01,6.81,NA,NA,46.86,35.28
2020-01-09,45.18,70.99,40.015,45.18,57.73,NA,60.56,45.51,NA,106.81,NA,35.18,46.43,5.1,64.38,NA,NA,NA,54.38,NA,40.81,12,19.63,7.05,NA,157.74,21.98,33.97,7.02,NA,NA,47.97,35.16
2020-01-08,46.16,70.252,40.685,46.16,57.77,NA,60.2,45.39,NA,108.47,NA,35.595,45.005,5.11,61.67,NA,NA,NA,54.13,NA,41.87,11.94,19.72,7.06,NA,158.78,21.64,33.93,7.02,NA,NA,49.06,35.54
2020-01-07,46.47,69.756,41.03,46.47,57.29,NA,60.62,44.93,NA,109.35,NA,35.62,45.78,5.23,59.79,NA,NA,NA,54.16,3.5,42.13,11.88,19.26,7.07,NA,156.02,21.53,32.81,7.1,NA,NA,48.9,34.57
2020-01-06,47.22,69.891,40.32,47.22,58.16,NA,60.69,44.67,NA,110.6,NA,35.78,44.835,5.43,58.45,NA,NA,NA,54.04,3.5,42.06,11.94,18.91,7.12,NA,156.72,21.97,31.58,7.23,NA,NA,49.28,34.44
2020-01-03,48.04,68.076,39.36,48.04,59,NA,60.97,45.01,NA,109.72,NA,35.96,44.9,5.535,57.64,NA,NA,NA,53.76,NA,41.45,12.06,18.36,7.09,NA,152.5,21.29,31.37,7.08,NA,NA,50.13,34.72
2020-01-02,48.92,68.434,39.15,48.92,60,NA,61.48,45.37,NA,110.85,NA,36.3,45.19,5.55,58.82,NA,NA,NA,53.95,NA,42.09,12.12,18.8,7.13,NA,151.62,21.36,30.99,7.09,NA,NA,51.06,34.77
2019-12-31,48.63,66.969,39.5,48.63,59.98,NA,61.29,44.97,NA,109.66,NA,36.11,44.3,5.665,52.79,NA,NA,NA,52.98,3.49,41.97,11.76,18.64,7.15,NA,149.55,21.2,29.74,7.48,NA,NA,46.35,34.83
2019-12-30,48.45,66.985,39.41,48.45,60.11,NA,61.04,45.18,NA,109.06,NA,35.795,44.47,5.805,53.78,NA,NA,NA,52.7,3.49,41.48,11.82,18.11,7.09,NA,149.81,21.04,29.74,7.25,NA,NA,46.34,34.58
2019-12-27,48.98,67.732,39.54,48.98,60.78,NA,60.95,45.1,NA,108.64,NA,36.07,44.98,5.955,54.67,NA,NA,NA,53.46,3.49,41.76,12.12,18.49,7.135,NA,153.17,20.89,30.17,7.33,NA,NA,47.07,34.85
2019-12-26,48.6,68.123,39.8,48.6,60.7,NA,61.28,44.97,NA,107.94,NA,36.25,45.41,5.925,55.15,NA,NA,NA,53.57,NA,42.66,12.42,18.3,7.16,NA,152.52,20.99,30.67,7.6,NA,NA,47.77,34.66
2019-12-24,48.86,67.221,39.45,48.86,61.27,NA,60.59,44.53,NA,107.92,NA,36.21,44.67,6.025,55.49,NA,NA,NA,53.44,3.15,42.02,12.6,18.48,7.14,NA,151.82,21.21,30.44,7.71,NA,NA,47.21,34.06
2019-12-23,48.7,67.532,39.57,48.7,61.51,NA,60.11,44.1,NA,107.03,NA,36.21,44.78,5.975,56.38,NA,NA,NA,53.71,3.21,42.19,12,18.39,7.09,NA,150.42,21,30.33,7.66,NA,NA,47.12,34.21
2019-12-20,51.5,67.561,39.47,51.5,61.57,NA,60.64,44.09,NA,108.54,NA,36.19,44.06,5.855,56.2,NA,NA,NA,53.6,3.75,42.39,12.18,18.98,7.18,NA,150.31,21.05,30.45,7.61,NA,NA,46.25,34.03
2019-12-19,51.14,67.822,38.82,51.14,60.45,NA,59.82,43.64,NA,108.67,NA,36.04,43.94,5.815,56.25,NA,NA,NA,53.24,3.75,41.95,12.78,19.09,7.08,NA,149.68,20.89,29.99,7.64,NA,NA,46.27,34.11
2019-12-18,51.36,67.595,38.09,51.36,59.53,NA,60.11,43.19,NA,108.86,NA,35.635,42.34,5.805,56.7,NA,NA,NA,53.39,3.1,41.15,13.02,18.53,7.04,NA,150.87,20.83,30.13,7.63,NA,NA,46.1,34.14
2019-12-17,51.58,67.744,37.07,51.58,59.66,NA,58.84,43.39,NA,106.75,NA,35.9,43.05,5.855,56.05,NA,NA,NA,52.84,NA,40.28,12.84,18.21,6.99,NA,151.53,20.99,29.75,7.67,NA,NA,45.35,34
2019-12-16,50.45,68.035,37.25,50.45,60.09,NA,59.22,43.53,NA,103.29,NA,35.4,43.1,5.78,56.06,NA,NA,NA,53.99,3,39.75,12.42,18.21,6.95,NA,150.78,20.86,30.05,7.72,NA,NA,44.94,33.78
2019-12-13,49.91,67.343,37.39,49.91,59.7,NA,58.26,43.58,NA,103.51,NA,35.48,42.29,5.995,55.74,NA,NA,NA,54.51,3.175,38.64,20.04,17.45,6.92,NA,147.2,20.96,28.49,7.66,NA,NA,43.53,33.55
2019-12-12,52.33,67.424,37.46,52.33,60.84,NA,58.96,43.01,NA,104.44,NA,35.31,41.98,5.91,56.96,NA,NA,NA,56.47,3.66,37.78,19.62,17.76,6.89,NA,147.23,21.26,28.69,7.5,NA,NA,43.54,33.39
2019-12-11,52,67.213,36.86,52,59.28,NA,58.41,42.07,NA,102.17,NA,34.92,41.03,5.76,56.8,NA,NA,NA,56.31,NA,37.29,19.68,18.2,6.87,NA,147.13,21.06,28.42,7.71,NA,NA,42.91,32.71
2019-12-10,50.95,67.145,35.91,50.95,59.42,NA,58.48,42.77,NA,104.01,NA,34.72,40.51,5.715,55.8,NA,NA,NA,55.82,2.65,37.62,19.62,17.99,6.89,NA,145.97,21.28,27.89,8.05,NA,NA,42.9,33.03
2019-12-09,50.68,67.149,38.02,50.68,59.22,NA,58.28,43.89,NA,106.14,NA,34.57,41.16,5.645,56.91,NA,NA,NA,55.31,3.75,38.64,19.5,18.21,6.87,NA,146.31,21.13,27.68,8.16,NA,NA,43.77,33.08
2019-12-06,51.15,66.969,38.23,51.15,59.78,NA,58.5,44.24,NA,107.77,NA,34.86,41.23,5.785,58.73,NA,NA,NA,54.83,2.65,39.72,19.86,18.76,6.83,NA,148.09,21.02,27.86,8.2,NA,NA,44.17,33.38
2019-12-05,50.61,66.348,37.87,50.61,58.94,NA,57.87,44.04,NA,105.02,NA,34.79,41.07,5.475,59.4,NA,NA,NA,54.68,3.25,40.86,19.08,18.44,6.86,NA,146.58,20.98,28.65,8.09,NA,NA,43.86,33.42
2019-12-04,50.34,65.947,37.69,50.34,58.65,NA,57.03,43.51,NA,105.37,NA,34.97,42.14,5.55,59.8,NA,NA,NA,54.41,NA,40.77,18.84,18.37,6.87,NA,144.95,20.78,29.06,7.89,NA,NA,42.82,34.18
2019-12-03,49.84,64.737,36.87,49.84,57.85,NA,56.32,43.65,NA,105.38,NA,34.75,42.63,5.57,60.76,NA,NA,NA,54.59,3.93,39.34,18.9,18.43,6.78,NA,143.98,20.35,29.02,8.02,NA,NA,42.93,33.66
2019-12-02,50.93,64.443,37.47,50.93,58.1,NA,56.52,43.63,NA,105.84,NA,34.9,43.12,5.53,63.35,NA,NA,NA,55.43,NA,39.86,18.78,18.8,6.89,NA,142.53,20.82,28.98,8.14,NA,NA,43.61,33.47
2019-11-29,51.09,65.204,38.43,51.09,58.77,NA,57.02,44.15,NA,109.26,NA,35.52,43.39,5.475,63.79,NA,NA,NA,56.14,NA,40.38,18.48,19.48,6.98,NA,142.55,20.78,29.6,8.28,NA,NA,42.81,34.68
2019-11-27,51.98,65.606,38.9,51.98,59.34,NA,57.56,44.42,NA,109.6,NA,35.85,44.425,5.4,62.96,NA,NA,NA,56.61,3.6,40.4,18.96,19.81,6.93,NA,142.93,21.06,29.49,8.46,NA,NA,43.39,35.21
2019-11-26,52,65.65,38.37,52,59.19,NA,57.88,43.55,NA,104.78,NA,35.75,43.38,5.23,61.4,NA,NA,NA,56.51,2.24,40.51,19.26,19.52,6.9,NA,143.83,20.95,29.53,8.66,NA,NA,43.25,35.13
2019-11-25,51.69,65.282,38.76,51.69,59.36,NA,56.12,43.35,NA,104.71,NA,35.85,42.77,5.205,62.85,NA,NA,NA,56.56,NA,40.09,19.86,18.95,6.85,NA,141.87,20.87,29.11,8.8,NA,NA,42.78,35.01
2019-11-22,51.6,64.684,39.82,51.6,57.67,NA,54.91,44.8,NA,101.31,NA,35.12,41.84,4.97,61,NA,NA,NA,56.39,4,39.52,19.98,18.65,6.805,NA,140.89,20.46,29.56,8.62,NA,NA,41.7,35.26
2019-11-21,51.38,65.007,38.62,51.38,57.73,NA,54.78,44.36,NA,99,NA,34.94,41.48,4.9,61,NA,NA,NA,56.23,3.35,38.98,20.82,19.07,6.96,NA,139.06,20.28,29.46,8.58,NA,NA,41.43,34.14
2019-11-20,51.9,65.093,38.83,51.9,57.35,NA,55.5,44.215,NA,99.93,NA,34.86,40.64,4.915,61.16,NA,NA,NA,56.24,3.93,39.01,20.64,19.4,6.9,NA,138.03,19.96,28.03,8.73,NA,NA,40.66,34.23
2019-11-19,52.15,65.63,40.25,52.15,58.16,NA,55.87,44.81,NA,99.96,NA,35.06,40.86,4.9,62.39,NA,NA,NA,56.27,3.3,39.38,20.34,19.68,6.97,NA,136.97,20.29,27.05,9.03,NA,NA,41.67,34.35
2019-11-18,52.72,65.992,40.06,52.72,58.9,NA,56.05,44.61,NA,90.72,NA,35.1,41.99,4.945,61.16,NA,NA,NA,56.19,3.59,39.34,20.04,19.5,6.95,NA,140.26,20.29,26.75,9.19,NA,NA,42.25,34.78
2019-11-15,52.99,66.677,39.65,52.99,59.24,NA,56.44,44.56,NA,87.66,NA,35.27,42,4.835,61.81,NA,NA,NA,56.42,NA,38.57,19.92,19.54,6.92,NA,147.51,20.44,26.79,9.34,NA,NA,43.55,34.61
2019-11-14,52.73,65.457,39.62,52.73,58.92,NA,55.57,45.45,NA,86.33,NA,34.96,41.84,4.975,61.26,NA,NA,NA,56.09,3.1,37.63,20.16,19.6,6.98,NA,148.76,20.29,25.99,9.5,NA,NA,43.44,34.27
2019-11-13,52.25,64.809,39.24,52.25,59.28,NA,55.07,45.2,NA,87.81,NA,34.64,40.68,5.03,62.83,NA,NA,NA,56.21,2.79,36.85,18.24,20.2,6.88,NA,146.78,20.63,26.71,9.84,NA,NA,52.78,35.56
2019-11-12,52.04,64.86,40.53,52.04,59.9,NA,55.05,45.23,NA,87.72,NA,35.07,40.8,4.975,65.03,NA,NA,NA,56.59,2.11,37.76,18,20.52,6.93,NA,146.39,20.55,26.7,9.61,NA,NA,53.47,35.77
2019-11-11,51.92,64.914,41.75,51.92,60.44,NA,55.16,45.25,NA,89.2,NA,35.25,40.83,4.925,65.37,NA,NA,NA,56.43,3,39.18,16.74,20.4,6.96,NA,146.63,20.78,27.14,9.9,NA,NA,53.61,36.06
2019-11-08,51.77,65.45,41.41,51.77,60.84,NA,54.89,45.19,NA,90.79,NA,35.14,41.99,4.795,65.03,NA,NA,NA,56.49,NA,38.11,16.62,20.06,6.85,NA,147.85,20.64,27.01,9.67,NA,NA,54.67,34.77
2019-11-07,51.7,65.347,41.5,51.7,60.91,NA,54.5,44.7,NA,94.91,NA,34.89,41.86,4.71,64.65,NA,NA,NA,55.98,2.99,37.8,16.32,19.99,6.8,NA,148.17,20.28,27.38,9.05,NA,NA,54.65,30.12
2019-11-06,52.03,64.55,40.67,52.03,60.72,NA,53.08,44.22,NA,94.64,NA,35.5,42.62,4.66,63.5,NA,NA,NA,55.7,3.1,36.82,16.14,20.04,6.78,NA,148.48,20.07,26.94,6.9,NA,NA,51.62,32.71
2019-11-05,52.47,64.572,40.87,52.47,60.48,NA,55.54,44.28,NA,94.74,NA,35.48,43.23,4.71,64.04,NA,NA,NA,55.67,NA,37.49,16.14,20.47,6.83,NA,150.37,19.66,28.02,7,NA,NA,52.33,33.16
2019-11-04,52.6,64.48,41.4,52.6,60,NA,54.84,43.89,NA,93.96,NA,35.41,44.74,4.685,62.79,NA,NA,NA,55.45,3.1,37.14,16.32,20.58,6.77,NA,154.15,19.81,31.08,6.95,NA,NA,52.54,34.24
2019-11-01,51.73,63.612,43.08,51.73,58.8,NA,54.79,44.75,NA,91.81,NA,35.25,45.655,4.515,59.47,NA,NA,NA,55,3.29,36.74,16.26,20.86,6.82,NA,146.92,19.78,31.37,6.67,NA,NA,50.79,35.06
2019-10-31,50.85,62.94,43.55,50.85,58.24,NA,53.55,44.82,NA,90.99,NA,35.25,44.49,4.485,56.84,NA,NA,NA,54.49,3.4,36.04,16.32,25.14,6.72,NA,144.3,20.22,31.5,6.7,NA,NA,49.19,34.51
2019-10-30,51.56,63.035,43.85,51.56,59.02,NA,53.81,44.69,NA,92.34,NA,35.86,52.8,4.49,56.49,NA,NA,NA,54.85,3,35.58,16.56,25.92,6.47,NA,140.45,20.73,33.75,6.65,NA,NA,49.16,34.85
2019-10-29,50.67,63.033,44.96,50.67,59.51,NA,53.63,45.35,NA,93.28,NA,36.11,54.41,4.375,57.11,NA,NA,NA,54.8,3,36.19,16.74,25.57,6.37,NA,135.99,20.53,32.42,6.65,NA,NA,49.36,34.32
2019-10-28,51.79,64.449,46.8,51.79,60.07,NA,53.25,45.44,NA,92.86,NA,35.94,57.32,4.485,58.8,NA,NA,NA,54.64,NA,35.85,16.8,26.25,6.46,NA,140.2,21.03,33.22,6.6,NA,NA,50.01,34.91
2019-10-25,50.85,63.215,46.74,50.85,58.86,NA,52.61,45.65,NA,90.33,NA,35.84,58.67,4.35,58.2,NA,NA,NA,54.17,2.56,36.04,15.9,25.86,6.44,NA,120.69,21.16,32.71,6.56,NA,NA,49.21,34.69
2019-10-24,50.86,62.956,45.34,50.86,58.4,NA,52.45,44.84,NA,90,NA,35.62,57.75,4.325,57.86,NA,NA,NA,54.26,3.47,35.75,14.76,25.77,6.46,NA,118.83,20.9,33.28,6.69,NA,NA,48.34,33.51
2019-10-23,50.64,62.882,47.67,50.64,57.54,NA,52.37,45.72,NA,90.17,NA,39.2,56.64,4.29,58.36,NA,NA,NA,54.13,3.25,36.49,14.88,25.7,6.45,NA,118.23,21.16,33.05,6.65,NA,NA,47.97,33.53
2019-10-22,49.3,62.06,48.33,49.3,56.62,NA,51.71,45.77,NA,90.18,NA,38.94,56.83,4.28,58.12,NA,NA,NA,54.11,3,36.34,15.3,25.88,6.4,NA,118.01,20.84,32.53,6.5,NA,NA,48.68,33.84
2019-10-21,51.2,62.214,47.58,51.2,54.73,NA,52.65,46.08,NA,90.65,NA,39.26,58.04,4.275,58.45,NA,NA,NA,55.13,NA,36.35,14.46,26.76,6.42,NA,119,20.76,31.41,6.4,NA,NA,49.11,33.45
2019-10-18,50.71,62.221,47.52,50.71,54.78,NA,52.21,45.57,NA,89.69,NA,38.82,57.61,4.18,57.63,NA,NA,NA,54.55,3,36.75,13.5,25.31,6.43,NA,115.33,20.78,32.06,6.33,NA,NA,47.55,32.93
2019-10-17,50.88,62.64,47.88,50.88,53.74,NA,52.35,45.93,NA,89.62,NA,39.09,60.42,4.055,59.57,NA,NA,NA,55.06,4,37.78,13.5,25.99,6.48,NA,117.83,20.53,32.62,6.46,NA,NA,50.25,33.16
2019-10-16,50.21,62.15,47.52,50.21,55.44,NA,52.47,45.6,NA,88.31,NA,38.92,58.55,4.215,59.64,NA,NA,NA,55.88,4,38.1,13.74,25.74,6.43,NA,116.56,20.52,31.87,6.39,NA,NA,50.99,33.61
2019-10-15,49.77,62.112,47.25,49.77,55,NA,52.49,45.67,NA,87.58,NA,38.88,60.02,4.215,58.2,NA,NA,NA,56.35,3.28,38.07,13.8,25.57,6.435,NA,118.59,20.48,32,6.4,NA,NA,49.32,33.09
2019-10-14,48.68,60.889,47.24,48.68,53.66,NA,51.98,45.23,NA,87.04,NA,38.36,59.11,4.28,56.75,NA,NA,NA,56.46,3.28,37.94,14.1,25.92,6.33,NA,115.17,20.41,31.12,6.38,NA,NA,48.57,32.81
2019-10-11,48.51,60.785,48.4,48.51,53.42,NA,51.82,45.55,NA,87.12,NA,38.55,59.26,4.22,57.33,NA,NA,NA,56.89,3.99,38.43,13.92,26.89,6.31,NA,115.49,20.18,30.13,6.31,NA,NA,48.52,32.72
2019-10-10,48.25,60.473,47.5,48.25,51.8,NA,50.49,44.5,NA,85.46,NA,37.93,57.77,4.215,56.34,NA,NA,NA,55.49,3.54,37.66,13.8,25.79,6.25,NA,112.52,19.8,28.87,6.16,NA,NA,47.72,32.22
2019-10-09,47.62,60.12,47.3,47.62,51.27,NA,50.34,44.38,NA,84.75,NA,37.85,57.205,4.245,56.04,NA,NA,NA,54.53,3.54,37.61,13.68,25.65,6.245,NA,114.24,19.84,29.07,6,NA,NA,46.79,32.64
2019-10-08,47.1,59.507,46.925,47.1,50.6,NA,49.63,44.11,NA,83.95,NA,37.32,55.21,4.225,55.02,NA,NA,NA,54.05,4,37.17,13.74,25.63,6.24,NA,115.08,18.91,29.28,5.84,NA,NA,46.27,32.75
2019-10-07,47.63,60.412,48.67,47.63,51.18,NA,50.42,44.59,NA,85.13,NA,37.82,55.92,4.125,56.93,NA,NA,NA,54.8,3.75,38.76,14.676,26.51,6.33,NA,115.86,18.64,30.37,5.77,NA,NA,48.2,33.28
2019-10-04,48.15,60.548,48.4,48.15,51.45,NA,50.67,44.71,NA,86.18,NA,38.31,56.48,4.085,57.44,NA,NA,NA,55.14,3,39.04,14.94,27.31,6.38,NA,116.42,18.75,29.67,5.86,NA,NA,47.57,33.4
2019-10-03,48.11,59.472,48.14,48.11,50.83,NA,49.98,44.06,NA,85.5,NA,37.95,55.82,3.94,57.7,NA,NA,NA,53.86,2.75,38.45,15.54,27.37,6.35,NA,114.82,18.5,29.72,5.74,NA,NA,46.2,33.11
2019-10-02,48.97,58.896,47.94,48.97,50.38,NA,49.45,44.05,NA,87.12,NA,38.17,53.91,4.125,55.46,NA,NA,NA,53.15,3.99,38.52,15.42,26.51,6.23,NA,113.9,18.55,29,5.88,NA,NA,43.92,33.33
2019-10-01,50.31,60.3,48.64,50.31,51.5,NA,51.19,44.52,NA,89.98,NA,38.54,55.3,4.095,57.16,NA,NA,NA,53.8,4,40.17,15.42,26.43,6.18,NA,112.52,18.93,29.15,6.12,NA,NA,44.56,34.86
2019-09-30,50.7,61.057,49.16,50.7,52.12,NA,53.01,45.08,NA,91.7,NA,38.98,56.5,4.19,56.23,NA,NA,NA,55.03,4,40.37,15.36,26.45,6.255,NA,114,19.41,30.47,6.19,NA,NA,44.75,34.75
2019-09-27,49.76,61.298,48.135,49.76,51.74,NA,52.9,44.81,NA,91.45,NA,38.37,54.81,4.09,55.25,NA,NA,NA,54.09,NA,40.32,15.6,26.5,6.205,NA,112.24,19.11,30.29,6.38,NA,NA,44.55,34.42
2019-09-26,49.74,62.114,47.4,49.74,51.62,NA,53.24,44.9,NA,91.37,NA,38.925,54.4,4.07,59.19,NA,NA,NA,53.96,NA,40.3,17.16,27.38,6.26,NA,116.2,19.23,31.57,6.29,NA,NA,45.98,35.08
2019-09-25,50.15,62.297,48.04,50.15,52.16,NA,53.38,45.83,NA,92.81,NA,39.24,55,4.115,60.26,NA,NA,NA,53.84,3.99,41.24,17.4,27.11,6.315,NA,118.22,19.61,31.68,6.41,NA,NA,46.74,34.96
2019-09-24,50.3,60.917,47.4,50.3,51,NA,52.36,45.71,NA,92.74,NA,39.555,56.9,4.055,59.31,NA,NA,NA,53.35,NA,41.31,17.7,27.11,6.23,NA,116.8,19.01,31.3,6.23,NA,NA,45.61,34.4
2019-09-23,51.06,61.735,49.21,51.06,52.02,NA,52.78,46.215,NA,93.93,NA,40.24,60.54,4.185,62,NA,NA,NA,54.02,NA,41.97,18,28.55,6.29,NA,121.61,19.1,33,6.48,NA,NA,47.57,34.84
2019-09-20,50.51,61.492,49.27,50.51,52.31,NA,53.54,46.36,NA,92.94,NA,40.36,60.41,4.17,63.23,NA,NA,NA,53.47,4.48,41.88,17.82,30.22,6.26,NA,120.7,19.63,32.6,6.34,NA,NA,47.83,35.47
2019-09-19,50.71,61.938,49.08,50.71,53.52,NA,53.85,46.68,NA,91.53,NA,40.4,59.07,4.235,62.27,NA,NA,NA,53.37,2.56,42.39,17.88,30.14,6.34,NA,124.39,19.85,33.82,6.47,NA,NA,49.41,36.3
2019-09-18,50.44,61.632,50.92,50.44,53.34,NA,53.92,46.94,NA,91.74,NA,40.36,59.45,4.06,62.75,NA,NA,NA,52.56,3.4,43.38,18.06,29.5,6.39,NA,127.98,19.91,34.26,6.57,NA,NA,49.01,36.93
2019-09-17,50.29,61.494,50.56,50.29,53.98,NA,53.9,46.67,NA,91.03,NA,40.53,59.85,4.335,63.15,NA,NA,NA,52.87,3.4275,43.3,17.94,30.11,6.47,NA,129.08,19.37,34.29,6.44,NA,NA,49.77,36.98
2019-09-16,50.53,61.582,51.31,50.53,53.8,NA,54.12,46.27,NA,92.96,NA,40.3,57.84,4.405,61.66,NA,NA,NA,53.14,NA,44.05,18.3,29.26,6.37,NA,128.17,18.85,34.43,6.62,NA,NA,49.79,38.21
2019-09-13,50.28,62.001,50.85,50.28,53.68,NA,54,46.88,NA,94.37,NA,40.37,56.86,4.47,60.48,NA,NA,NA,53.75,3.45,43.82,18.48,29.04,6.39,NA,130.63,18.73,33.25,6.66,NA,NA,50.17,37.44
2019-09-12,51.43,61.749,50.61,51.43,53.83,NA,54.72,46.97,NA,92.68,NA,40.29,54.88,4.455,59.67,NA,NA,NA,53.89,3.1,43.82,18.54,29.77,6.45,NA,128.55,19.26,34.07,6.51,NA,NA,48.97,36.52
2019-09-11,51.82,61,52.45,51.82,54.3,NA,55.11,46.4,NA,92.6,NA,39.9,52.67,4.665,59.3,NA,NA,NA,56.29,3.1,43.81,19.02,29.6,6.49,NA,132,19.28,34,6.51,NA,NA,49.81,34.6
2019-09-10,52.02,60.285,51.05,52.02,53.04,NA,55.73,46.45,NA,92.72,NA,40.27,50.53,4.195,57.9,NA,NA,NA,55.47,NA,44.46,18.51,28.8,6.36,NA,130,18.29,33.51,5.96,NA,NA,50.21,33.96
2019-09-09,49.96,60.264,49.16,49.96,51.65,NA,55.35,46.42,NA,90.97,NA,41.4,50.5,4.08,57.74,NA,NA,NA,54.54,NA,44.11,17.58,28.2,6.29,NA,134.1,18.61,32.24,5.38,NA,NA,49.61,33.23
2019-09-06,48.74,60.316,48.72,48.74,49.46,NA,53.86,46.35,NA,87.05,NA,40.37,47.98,4.215,57.49,NA,NA,NA,53.16,3.49,43.63,17.58,30.36,6.25,NA,136.06,17.92,31.86,5.21,NA,NA,46.9,32.7
2019-09-05,48.76,60.61,48.94,48.76,49.38,NA,53.15,46.41,NA,88.15,NA,40.8,50.1,4.185,57.4,NA,NA,NA,53.84,3.6,43,17.52,31.26,6.28,NA,135.68,17.74,32.51,5.35,NA,NA,46.25,33.24
2019-09-04,48.04,59.113,47.23,48.04,47.14,NA,52.58,45.52,NA,86.18,NA,39.64,50.15,4.215,55.7,NA,NA,NA,52.97,3.6,41.67,17.58,32.62,6.21,NA,133.45,17.57,31.99,5.29,NA,NA,45,32.84
2019-09-03,47.34,58.478,46.74,47.34,45.17,NA,51.95,43.88,NA,85.08,NA,39.74,50.3,4.195,55.55,NA,NA,NA,51.89,3,41.29,17.4,33.81,6.16,NA,133.41,17.23,30.7,5.25,NA,NA,43.43,33.21
2019-08-30,47.46,59.527,48.5,47.46,46.6,NA,52.27,44.26,NA,85.78,NA,40.29,52.79,4.35,57.15,NA,NA,NA,52.06,2.75,42.06,18.18,34.42,6.17,NA,134.95,17.76,32.57,5.59,NA,NA,41.37,33.51
2019-08-29,47.15,59.712,48.64,47.15,46.14,NA,51.63,44.17,NA,87.23,NA,40.53,54.4,4.265,56.01,NA,NA,NA,52.16,3.85,42.36,18.66,34.76,6.21,NA,136.35,17.98,32.76,5.49,NA,NA,41.61,33.55
2019-08-28,46.94,58.688,47.9,46.94,44.21,NA,50.11,43.77,NA,88.35,NA,40.09,54.34,4.08,55,NA,NA,NA,51.95,3.98,41.74,18.54,33.92,6.13,NA,132.67,17.3,32.59,5.25,NA,NA,40.76,33.37
2019-08-27,46.27,58.541,48.2,46.27,43.02,NA,49.33,43.6,NA,85.38,NA,39,53.41,4.055,54.62,NA,NA,NA,52.39,NA,41.04,18.54,33.86,6.06,NA,133.88,16.67,33.11,5.11,NA,NA,40.35,33.31
