"Date","Alibaba","Alphabet","AMCX","Autonation Inc","Brunswick Corp","Buzzfeed","CBRE","Comcast","Compass Inc","CRMT","Doordash","Ebay","Etsy","EXP World Holding","Joyy","Kingsoft","Nextdoor Holding","Opendoor","Oracle","Paltalk","Paramount Global","Phoenix New","Pinterest","Sirius XM Holding","Snowflake","Spotify","Topgolf Callaway","Uber","Vista Outdoor","VROOM Inc","Warner Bros","Weibo","Yelp"
2020-06-30,37.58,70.902,23.39,37.58,64.01,NA,45.22,38.98,NA,87.87,NA,52.45,106.23,8.525,88.55,31.52,NA,11.75,55.27,NA,23.32,8.88,22.17,5.87,NA,258.19,17.51,31.08,14.45,52.14,NA,33.6,23.13
2020-06-29,37.67,69.858,23.42,37.67,63.4,NA,44.24,38.94,NA,85.16,NA,51.31,102.89,8.575,88.85,27.71,NA,11.68,54.76,0.7702,23.05,9.12,22.04,5.7,NA,265.14,17.69,29.63,14.3,55.01,NA,33.33,21.47
2020-06-26,35.78,68.127,22.64,35.78,62.36,NA,43.04,38.65,NA,81.22,NA,50.89,102.54,8.465,92.93,27.21,NA,11.28,54.18,0.8819,22.32,8.94,21.61,5.54,NA,264.95,16.09,29.61,14.08,54.1,NA,34.04,21.41
2020-06-25,36.32,72.055,24.4,36.32,63.97,NA,43.52,38.57,NA,85.65,NA,49.4,101.28,8.075,94.37,28.925,NA,11.37,54.53,NA,22.97,9.06,22.58,5.82,NA,267.47,16.76,30.58,13.71,57.54,NA,33.9,22.21
2020-06-24,36.17,71.635,25.15,36.17,62.14,NA,42.75,38.56,NA,84.5,NA,48.77,98.17,7.775,93.63,26.67,NA,11.25,54.44,NA,23.58,9.12,23.17,5.78,NA,242.86,16.7,30.46,13.27,47.69,NA,32.96,22.9
2020-06-23,38.52,73.199,26.38,38.52,63.66,NA,46.01,39.2,NA,88.3,NA,49.8,101.22,7.865,96.98,30.79,NA,11.61,55.19,0.9942,23.71,9.42,24.07,5.9,NA,241.76,17.61,33.05,14.16,50.49,NA,34.18,24.5
2020-06-22,38.22,72.533,26.93,38.22,62.91,NA,46.19,38.44,NA,87.24,NA,49.16,96.3,7.325,97.13,26.78,NA,11.36,55.12,0.875,23.49,9.3,23.95,5.96,NA,236.06,17.33,32.68,12.99,50.57,NA,33.9,24.27
2020-06-19,38.02,71.232,26.62,38.02,60.08,NA,46.74,39.1,NA,87.89,NA,48.29,95.39,6.51,97.23,26.19,NA,10.93,54.4,NA,23.69,9.72,23.21,5.96,NA,231.29,17.13,32.3,12.89,47.51,NA,34.88,24.77
2020-06-18,39.33,71.706,27.02,39.33,59.98,NA,47.48,39.44,NA,89.33,NA,48.44,87,6.27,94.4,22.7,NA,108.038,53.69,0.6313,24.5,9.3,23.06,6.06,NA,225.28,16.95,33.4,12.62,45.56,NA,35.14,25.03
2020-06-17,38.7,72.627,26.49,38.7,60.89,NA,47.79,39.22,NA,90.36,NA,48.43,86.32,5.975,92.21,24.29,NA,NA,51.52,NA,23.3,8.76,22.4,6.02,NA,199.83,16.97,33.29,12.12,43.36,NA,34.59,24.82
2020-06-16,40.45,72.324,27.76,40.45,60.35,NA,48.37,39.75,NA,92.5,NA,48.12,84.55,6.035,80.78,21.5,NA,NA,54.59,0.7813,24.19,9,22.2,6.035,NA,185.48,16.43,33.49,12.04,42.1,NA,34.45,24.55
2020-06-15,39.57,71.037,29.35,39.57,58.03,NA,47.86,39.83,NA,91.49,NA,47.89,83.91,5.99,79.91,21.54,NA,NA,53.25,0.9506,24.89,9,21.15,5.99,NA,187.88,15.79,32.67,11.81,43,NA,33.43,24.4
2020-06-12,39.33,70.646,27.89,39.33,56.99,NA,47.57,39.46,NA,87.83,NA,47.66,79.76,5.825,75.42,20.44,NA,NA,51.86,0.841,22.9,9.18,20.89,5.935,NA,180.07,15.81,32.24,10.94,43.03,NA,32.47,23.5
2020-06-11,38.2,70.095,28.33,38.2,54.99,NA,46.31,39.25,NA,84.85,NA,47.94,77.52,57.775,73.26,20.94,NA,NA,51.31,NA,23.59,8.88,20.26,5.85,NA,178.68,14.79,31.1,10.84,45.6,NA,31.76,22.81
2020-06-10,40.73,73.235,29.88,40.73,59.58,NA,51.33,41.36,NA,91,NA,49.25,79.81,5.84,72.45,20.65,NA,NA,54.11,NA,24,93.606,22.41,6.22,NA,189.4,16.58,34.83,11.23,49.99,NA,32.8,25.29
2020-06-09,43.24,72.604,31.34,43.24,62.63,NA,53.33,42.15,NA,94.15,NA,49.75,76.37,5.96,72.71,20.66,NA,NA,54.18,1.1,26.02,8.34,22.04,6.325,NA,191.31,16.71,36.59,11.59,47.9,NA,33.1,25.42
2020-06-08,43.62,72.402,34.23,43.62,63.25,NA,55.49,43.12,NA,95.32,NA,48.72,76.47,6.08,76.2,20,NA,NA,55.1,0.8766,28.51,85.194,22.19,6.515,NA,187.3,17.66,37.08,11.97,22,NA,34.51,27.42
2020-06-05,43.47,72.001,33.31,43.47,61.56,NA,54.02,42.09,NA,96.71,NA,48.82,78.72,58.325,75.1,20.2,NA,NA,53.98,0.86,24.82,8.52,22.13,6.51,NA,184.28,17.37,37.21,11.24,NA,NA,34.4,27.06
2020-06-04,41.79,70.715,32.16,41.79,63.52,NA,50.41,41.29,NA,87.4,NA,49.36,80.3,59.625,71.88,20.6,NA,NA,52.85,NA,24.12,8.1,21.2,6.45,NA,181.84,16.71,36.43,11.07,NA,NA,33.54,23.34
2020-06-03,42.28,71.963,31.8,42.28,61.97,NA,49.5,41.3,NA,86.24,NA,46.45,80.66,5.86,73.11,22.02,NA,NA,53.49,1.1199,22.72,8.16,21.44,6.25,NA,184.63,16.21,36.75,10.73,NA,NA,32.98,24.13
2020-06-02,39.95,72.116,29.57,39.95,57.52,NA,45.99,40.78,NA,82.23,NA,45.98,81.86,5.4,69.7,22.86,NA,NA,53.28,NA,21.84,8.04,20.51,5.98,NA,189.36,15.54,35.81,11.46,NA,NA,31.66,22.81
2020-06-01,39.38,71.743,29.89,39.38,56.93,NA,44.14,40.18,NA,81.6,NA,45.2,78.59,5.235,64.15,21.39,NA,NA,53.06,NA,21.53,7.74,20.43,5.965,NA,182.71,15.38,35.82,10.66,NA,NA,30.76,22.19
2020-05-29,39.48,71.676,28.27,39.48,55.01,NA,43.98,39.6,NA,79.57,NA,45.54,80.98,5.345,61.05,20.14,NA,NA,53.77,0.8,20.74,7.56,20.29,5.82,NA,180.93,15.32,36.32,9.71,NA,NA,30.77,21.74
2020-05-28,41.43,70.912,28.61,41.43,57.41,NA,44.12,39.55,NA,80.99,NA,44.23,77.81,5.065,60.06,18.5,NA,NA,53.62,0.8,21.2,7.92,19.8,5.68,NA,177.22,15.24,34.15,9.29,NA,NA,29.99,21.73
2020-05-27,42.09,71.014,30.02,42.09,58.28,NA,45.15,39.93,NA,84.66,NA,44.15,76.24,5.05,61.74,18.98,NA,NA,53.2,0.8001,22.01,7.92,19.11,5.78,NA,185.95,16.09,34.88,9.26,NA,NA,30.83,22.2
2020-05-26,41.28,71.068,29.91,41.28,57.08,NA,43.94,39.52,NA,81.02,NA,43.36,74.08,4.685,62.65,19.58,NA,NA,52.78,1,20.37,8.34,19.5,5.48,NA,191,15.22,34.56,9.25,NA,NA,29.81,22.47
2020-05-22,39.79,70.662,29.16,39.79,53.19,NA,40.3,38.74,NA,77.46,NA,43.45,77.48,4.62,55.83,17.18,NA,NA,52.62,0.7655,19.59,7.86,18.6,5.305,NA,190.17,14.94,34.83,8.16,NA,NA,29.88,20.83
2020-05-21,39.92,70.338,30.71,39.92,53.58,NA,40.75,38.95,NA,73.38,NA,42.47,74.31,4.495,63.46,18.5,NA,NA,52.22,NA,19.84,7.98,18.69,5.195,NA,192.74,14.58,34.26,7.9,NA,NA,33.09,21.04
2020-05-20,38.46,70.458,30.26,38.46,53.76,NA,39.6,39.17,NA,71,NA,42.71,75.295,4.62,65.75,20.26,NA,NA,52.9,0.8,19.63,8.04,18.89,5.23,NA,189.8,14.23,34.48,7.46,NA,NA,34.32,21.82
2020-05-19,37.74,68.72,28.45,37.74,53.1,NA,37.97,38.21,NA,69.6,NA,42.4,77.085,4.455,63.15,22.61,NA,NA,52.34,NA,19.64,8.04,18.66,5.45,NA,175.03,13.77,33.4,7.69,NA,NA,35.89,20.88
2020-05-18,39.21,69.259,27.89,39.21,53.68,NA,39.09,38.09,NA,70.86,NA,42.5,78.18,4.505,59.71,23.02,NA,NA,53.15,0.97,19.05,8.07,18.52,5.51,NA,161.43,14.24,33.62,7.77,NA,NA,36.6,21.31
2020-05-15,35.7,68.653,27.58,35.7,50.58,NA,35.99,35.92,NA,67.57,NA,42.11,85.63,4.19,54.85,23.1,NA,NA,52.92,NA,17.3,7.92,18.24,5.34,NA,158.83,12.94,32.47,7.68,NA,NA,35.06,19.51
2020-05-14,35.17,67.843,27.845,35.17,45.96,NA,35.85,35.76,NA,66.04,NA,42.035,81.63,4.2,53.35,22.49,NA,NA,52.91,NA,17.16,7.92,17.06,5.285,NA,152.07,11.5,32.79,7.14,NA,NA,34.55,19.25
2020-05-13,33.2,67.416,26.14,33.2,45.16,NA,34.84,34.97,NA,64.97,NA,41.58,81.55,4.26,53.24,24.04,NA,NA,51.65,1.27,16.85,7.86,16.61,5.22,NA,148.98,11.72,33.02,7.1,NA,NA,35.03,19.17
2020-05-12,36.77,68.759,28.34,36.77,46.73,NA,37.2,35.35,NA,68.07,NA,42,79.02,4.44,55.48,24.36,NA,NA,52.27,NA,18.25,8.28,17.76,5.43,NA,153.94,12.29,32.4,7.25,NA,NA,36.07,22.39
2020-05-11,39.39,70.179,25.34,39.39,50.14,NA,40.82,36.16,NA,70.59,NA,42.13,80.28,4.545,53.34,25.97,NA,NA,53.53,0.7562,18.04,8.58,18.61,5.66,NA,156.02,13.01,31.64,7.4,NA,NA,36.37,22.15
2020-05-08,38.32,69.217,26.03,38.32,50.04,NA,41.6,36.535,NA,72.53,NA,42.15,80.71,4.435,55,23.84,NA,NA,53.57,0.7581,18.08,8.52,19.79,5.745,NA,152.15,13.91,32.79,7.04,NA,NA,36.49,23.45
2020-05-07,36.46,68.464,24.12,36.46,45.68,NA,40.89,35.58,NA,68.37,NA,41.37,76.59,4.42,54.29,17,NA,NA,52.6,NA,16.42,8.28,18.7,5.52,NA,148.04,13.53,30.93,7.09,NA,NA,36.88,22.91
2020-05-06,36.63,67.271,24.01,36.63,45.1,NA,38.15,35.14,NA,66.69,NA,40.95,78.24,4.49,53.48,NA,NA,NA,51.86,0.7701,14.88,8.04,17.72,5.66,NA,148.48,13.53,27.82,9.7,NA,NA,35.97,22.12
2020-05-05,36.73,67.451,22.87,36.73,45.59,NA,39.59,36.05,NA,68.73,NA,40.32,72.79,4.5,52.33,NA,NA,NA,52.05,0.7701,15.26,8.04,20.81,5.74,NA,145.02,13.21,28.07,9.72,NA,NA,35.01,21.99
2020-05-04,36.49,66.145,23.9,36.49,44.09,NA,39.39,36.215,NA,67.93,NA,39.83,67.69,4.37,53.45,NA,NA,NA,51.75,0.7901,16.095,8.16,21.43,5.75,NA,145.31,13.75,27.42,9.7,NA,NA,34.6,22.71
2020-05-01,35.86,65.866,24.04,35.86,44.16,NA,39.7,36.98,NA,63.56,NA,39.25,64.445,4.42,53.25,NA,NA,NA,51.79,NA,16.46,8.34,19.75,5.8,NA,144.84,13.21,28.39,9.84,NA,NA,34.98,22.15
2020-04-30,37.24,67.335,23.85,37.24,47.72,NA,42.93,37.63,NA,65.95,NA,39.83,64.87,4.59,60.96,NA,NA,NA,52.97,NA,17.26,8.58,20.66,5.91,NA,151.57,14.32,30.27,10.12,NA,NA,37.53,22.35
2020-04-29,38.43,67.109,26.67,38.43,48.72,NA,44.92,39,NA,67.59,NA,39.03,68.33,4.765,57.47,NA,NA,NA,53.88,NA,18.99,8.7,20.85,5.92,NA,155.78,13.55,31.37,10.49,NA,NA,36.86,24.43
2020-04-28,35.87,61.63,24.76,35.87,46.38,NA,41.9,38.08,NA,62.68,NA,39.08,66.25,4.515,57.2,NA,NA,NA,53.2,0.77,17.45,8.28,19.89,5.755,NA,139.78,13.8,30.12,9.96,NA,NA,36.65,20.4
2020-04-27,35.79,63.543,23.61,35.79,46.06,NA,41.39,38.21,NA,61.89,NA,39.63,69.28,4.415,59.07,NA,NA,NA,53.37,NA,16.98,8.1,20.78,5.61,NA,140.25,12.31,30.08,10.1,NA,NA,37.18,21.11
2020-04-24,33.63,63.83,21.19,33.63,43.23,NA,39.99,37.16,NA,58.53,NA,39.35,66.19,4.23,59.33,NA,NA,NA,53.01,0.82,15.63,7.98,20.62,5.505,NA,137.84,10.63,29.49,9.56,NA,NA,36.49,20.36
2020-04-23,30.94,63.558,21.49,30.94,42.18,NA,39.99,36.09,NA,55,NA,37.91,62.85,4.205,60.13,NA,NA,NA,51.97,0.785,15.515,8.16,18.85,5.37,NA,138.71,9.98,28.33,9.43,NA,NA,35.95,19.73
2020-04-22,29.31,62.921,21.48,29.31,37.96,NA,39.77,35.73,NA,54.1,NA,38.25,62.75,4.185,60.66,NA,NA,NA,52.27,0.8,14.93,8.4,19.26,5.05,NA,139.74,10.16,28.24,9.41,NA,NA,35.94,19.18
2020-04-21,28.92,60.608,22.67,28.92,37.16,NA,39.97,35.71,NA,54.43,NA,37.61,61.37,4.125,59.73,NA,NA,NA,51.31,NA,15.15,7.92,16.87,5,NA,139.14,10.43,27.19,9.51,NA,NA,35.46,19.1
2020-04-20,30.23,63.057,24.08,30.23,37.88,NA,41.96,37.21,NA,56.63,NA,37.64,65.05,4.1,61.91,NA,NA,NA,53.91,1.2,15.52,8.22,17.43,5.22,NA,144.54,10.64,28.19,9.01,NA,NA,36.26,19.99
2020-04-17,31.46,63.95,24.37,31.46,38.86,NA,44.5,38.08,NA,58.82,NA,37.455,61.06,4.095,62.24,NA,NA,NA,54.62,1.1,15.8,85.962,17.45,5.29,NA,141.86,10.95,28,9.16,NA,NA,36.69,19.7
2020-04-16,30.4,62.871,23.2,30.4,35.71,NA,42.54,37.83,NA,57.96,NA,37.22,59.72,3.88,61.39,NA,NA,NA,53.7,NA,14.63,8.46,17.01,5.3,NA,139.49,10.62,27.03,9.09,NA,NA,35.81,18.34
2020-04-15,30.51,62.865,23.1,30.51,35.52,NA,42.89,37.16,NA,57.15,NA,36.19,56.72,4.02,58.05,NA,NA,NA,53.16,0.8,15.2,80.562,17.03,5.3,NA,138.78,10.78,27.41,9.12,NA,NA,34.9,18.59
2020-04-14,32.79,63.262,24.07,32.79,37.97,NA,43.86,38.52,NA,64.4,NA,35.74,57.66,4.165,57.89,NA,NA,NA,54,1.25,16.27,7.92,17.24,5.42,NA,135.93,10.89,27.75,9.43,NA,NA,35.24,19.51
2020-04-13,32.5,60.521,24.5,32.5,35.35,NA,43.46,37.19,NA,64.75,NA,34.76,55.44,3.93,56.58,NA,NA,NA,52.97,1.02,16.06,8.1,16.47,5.12,NA,129.83,10.51,27.99,9.25,NA,NA,34.39,19.14
2020-04-09,33.65,60.328,24.5,33.65,38.24,NA,45.61,38,NA,64.45,NA,33.83,53.68,4.125,57.04,NA,NA,NA,53.18,1.19,16.56,7.26,16.75,5.25,NA,131.86,11.61,27.11,8.95,NA,NA,35.62,19.69
2020-04-08,30.99,60.35,24.46,30.99,34.37,NA,45.26,37.68,NA,61.3,NA,33.01,51,4.07,57.29,NA,NA,NA,52.13,1.04,15.795,7.38,16.83,5.17,NA,126.04,11.56,26.94,8.23,NA,NA,35.54,21.64
2020-04-07,27.1,59.128,23.35,27.1,30.29,NA,42.05,36.94,NA,58.78,NA,31.62,47.69,3.97,59.96,NA,NA,NA,50.76,1.07,14.69,7.32,15.06,4.91,NA,127.61,11.18,25.74,7.76,NA,NA,36.64,19.46
2020-04-06,26.01,59.16,22.65,26.01,29.34,NA,39.78,36.23,NA,55.37,NA,31.18,46.46,3.755,59.68,NA,NA,NA,51.49,1,13.94,7.2,15.21,4.79,NA,122.52,10.58,25.99,8.61,NA,NA,33.88,19.39
2020-04-03,24.59,54.635,20.58,24.59,26.71,NA,35.5,33.95,NA,46.89,NA,29.41,38.15,3.545,56.76,NA,NA,NA,49.4,NA,12.43,7.08,13.82,4.48,NA,122.12,9.64,22.82,9.33,NA,NA,32,17.13
2020-04-02,25.21,55.852,22.3,25.21,29.55,NA,36.67,34.37,NA,48.46,NA,29.19,34.8,3.82,54.62,NA,NA,NA,49.8,1.1,12.76,7.08,13.7,4.75,NA,121.91,9.58,23.68,9.24,NA,NA,32.33,17.65
2020-04-01,26.52,55.105,22.44,26.52,31.26,NA,35.74,32.42,NA,49.21,NA,28.78,35.45,3.89,53.01,NA,NA,NA,48.71,1.1,12.78,7.14,14.17,4.64,NA,121.61,9.43,25.42,9.37,NA,NA,32,16.94
2020-03-31,28.06,58.097,24.31,28.06,35.37,NA,37.71,34.38,NA,56.35,NA,30.06,38.44,4.23,53.26,NA,NA,NA,48.33,NA,14.01,7.428,15.44,4.94,NA,121.44,10.22,27.92,8.8,NA,NA,33.11,18.03
2020-03-30,28.49,57.315,26.18,28.49,35.94,NA,41.03,35.49,NA,53.13,NA,31.19,38.67,4.125,52.07,NA,NA,NA,50.36,1.76,14.085,7.32,15.42,4.81,NA,121.43,10.87,27.83,8.14,NA,NA,32.86,17.53
2020-03-27,29.24,55.513,24.83,29.24,35.63,NA,39.2,34.57,NA,53.91,NA,30.18,38.67,4.075,53.97,NA,NA,NA,49.83,1.37,12.79,7.5,14.94,4.93,NA,122.54,10.92,27.28,8.01,NA,NA,33.53,18.64
2020-03-26,31.35,58.146,25.85,31.35,37.5,NA,40.65,36.74,NA,54.81,NA,30.16,41.88,4.32,55.12,NA,NA,NA,50.48,1.16,13.99,7.74,15.2,5.2,NA,126.81,11.33,28.12,7.56,NA,NA,35.75,21.79
2020-03-25,31.25,55.081,24.76,31.25,35.15,NA,35.8,33.57,NA,54.78,NA,28.37,41.29,4.125,54.31,NA,NA,NA,45.94,1.2,14.74,7.62,14.03,5.05,NA,124.23,10.1,26.19,7.33,NA,NA,34.96,21.06
2020-03-24,30.26,56.5,25.67,30.26,31.14,NA,33.86,34.64,NA,49.19,NA,27.67,38.13,4.12,50.86,NA,NA,NA,47.84,NA,14.75,7.62,14.26,4.98,NA,129.69,9.11,26.39,8.04,NA,NA,35.44,20.64
2020-03-23,27.01,52.707,22.29,27.01,26.95,NA,29.83,34.17,NA,39.16,NA,26.34,33.03,3.625,48.78,NA,NA,NA,44.19,1.2,11.28,7.38,12.52,4.52,NA,118.18,7.16,22.4,7.98,NA,NA,34.08,18.51
2020-03-20,26.5,53.41,24.73,26.5,27.42,NA,34.26,33.37,NA,40.43,NA,27.58,31.69,3.665,42.07,NA,NA,NA,45.65,1.2,11.97,7.98,12.21,4.44,NA,124.36,7.27,21.33,7,NA,NA,33.39,17.8
2020-03-19,26.1,55.583,27.93,26.1,31.28,NA,39.44,35.94,NA,43.86,NA,29.6,34.66,3.7,42.01,NA,NA,NA,45.07,NA,12.62,7.74,12.61,4.79,NA,129.13,7.21,20.49,7.37,NA,NA,33.34,16.71
2020-03-18,22.55,54.56,25.77,22.55,28.2,NA,35.52,35.68,NA,38.5,NA,31.3,39.25,3.505,42.6,NA,NA,NA,47.27,1.78,12.21,8.16,10.92,4.75,NA,121.24,5.34,14.82,6.27,NA,NA,30.33,14.46
2020-03-17,27.46,55.903,25.85,27.46,30,NA,36.28,38.22,NA,59.45,NA,33.28,42.12,4.75,49.45,NA,NA,NA,46.86,NA,12.74,8.4,12.65,5.43,NA,118.87,7.27,18.91,8.12,NA,NA,34.13,17.53
2020-03-16,27.51,53.65,28.06,27.51,32.9,NA,38.4,36.04,NA,65.52,NA,32.24,41.65,4.52,42.74,NA,NA,NA,42.72,1.78,13.61,8.64,11.64,5.08,NA,117.64,8.16,20.29,5.9,NA,NA,33.12,17.68
2020-03-13,34.01,60.714,27.94,34.01,41.61,NA,46.38,39.33,NA,82.37,NA,33.99,49.01,5.11,50.77,NA,NA,NA,47.93,NA,16.4,9.06,14.31,5.9,NA,131.56,9.76,22.6,5.47,NA,NA,38.01,23.54
2020-03-12,32.86,55.577,25.345,32.86,36.67,NA,44.53,34.94,NA,74.92,NA,33.03,44.04,4.525,49.74,NA,NA,NA,39.8,1.75,16.14,8.28,13.31,5.56,NA,126.99,9.69,22.61,4.93,NA,NA,36.61,21.46
2020-03-11,37.87,60.545,27.25,37.87,41.76,NA,49.69,37.91,NA,92.44,NA,34.83,50.23,4.295,51.67,NA,NA,NA,44.72,1.51,19.8,91.434,15.45,6.05,NA,135.06,12.46,26.24,4.8,NA,NA,39.78,24
2020-03-10,40.86,63.758,27.8,40.86,44.51,NA,52.61,39.1,NA,98.75,NA,36.04,57.97,4.405,54.5,NA,NA,NA,48.58,1.43,20.53,10.14,16.74,6.33,NA,141.9,14.23,28.97,5.57,NA,NA,41.82,27.81
2020-03-09,40.38,60.79,26.01,40.38,42.1,NA,49.17,37.88,NA,97.48,NA,35.52,58.5,4.23,49.52,NA,NA,NA,46.01,1.2,19.17,10.08,16.21,6.04,NA,139.78,14.21,28.17,5.44,NA,NA,39.75,26.4
2020-03-06,42.19,64.787,27.33,42.19,48.82,NA,54.58,40.37,NA,97.97,NA,36.39,60.65,4.58,54.69,NA,NA,NA,47.37,1.4,21.57,10.692,18.51,6.44,NA,145.14,15.71,31.68,6.28,NA,NA,41.96,28.94
2020-03-05,43.13,65.738,27.35,43.13,49.79,NA,56.78,40.77,NA,100.69,NA,37.22,62.13,4.745,58.58,NA,NA,NA,48,1.25,21.48,11.04,18.94,6.64,NA,148.08,15.64,32.21,6.71,NA,NA,43.46,29.14
2020-03-04,43.96,69.08,28.98,43.96,55.06,NA,59.16,42.5,NA,107.42,NA,38.49,62.46,4.99,57.82,NA,NA,NA,50.54,1.37,23.1,10.98,19.8,6.65,NA,144.25,16.43,34.53,7.27,NA,NA,43.74,31.39
2020-03-03,42.6,66.886,30.01,42.6,53.67,NA,57.73,41.44,NA,104.09,NA,36.72,58.21,4.895,56.67,NA,NA,NA,48.85,NA,23.08,10.56,19.28,6.48,NA,137.16,16.26,33.04,7.14,NA,NA,42.66,30.59
2020-03-02,44.03,69.316,31.07,44.03,54.03,NA,58.19,42.52,NA,106.16,NA,35.96,58.84,4.96,55.84,NA,NA,NA,50.9,1.2,24.31,10.68,20,6.55,NA,139.34,16.7,32.85,7.41,NA,NA,42.62,31.65
2020-02-28,42.73,66.963,31,42.73,53.2,NA,56.14,40.43,NA,102.77,NA,34.64,57.81,4.78,53.97,NA,NA,NA,49.46,1.3,24.61,10.44,19.5,6.34,NA,137.12,16.98,33.87,7.35,NA,NA,42.14,31.27
2020-02-27,42.45,65.747,28.3,42.45,54.28,NA,56.54,41.05,NA,104.76,NA,35.04,57.92,5,54.71,NA,NA,NA,50.78,1.8,23.89,106.272,20.21,6.46,NA,134.51,16.67,32.45,7.59,NA,NA,41,31.4
2020-02-26,43.71,69.523,30.45,43.71,58.13,NA,56.93,42.22,NA,110.87,NA,36.69,50.69,5.435,56.81,NA,NA,NA,52.05,1.61,24.44,10.92,20.31,6.79,NA,140.49,16.91,34.45,7.81,NA,NA,41.39,32.94
2020-02-25,45.32,69.316,33.06,45.32,58.71,NA,57.96,43.17,NA,109.73,NA,36.46,49.89,5.45,55.46,NA,NA,NA,50.96,1.8,25.36,10.92,20.96,6.98,NA,141.8,17.5,35.89,8.41,NA,NA,43.38,33.51
2020-02-24,47.44,70.993,34.26,47.44,60.63,NA,60.07,44.6,NA,115.83,NA,37.26,51.33,5.58,57.01,NA,NA,NA,52.65,1.25,26.93,11.1,21.65,7.04,NA,145.33,18.24,38.31,9.16,NA,NA,42.76,32.42
2020-02-21,48.65,74.173,35.05,48.65,63.71,NA,62.73,45.82,NA,121.93,NA,38.2,53.7,5.735,58.85,NA,NA,NA,54.68,1.73,28.26,11.64,22.48,7.24,NA,146.95,18.78,40.72,9.38,NA,NA,43.28,34
2020-02-20,48.63,75.85,36.3,48.63,65.76,NA,63.7,46.02,NA,129.7,NA,37.69,54.39,5.705,61.24,NA,NA,NA,55.51,1.55,29.29,11.94,23.54,7.34,NA,147.86,19.1,40.92,9.4,NA,NA,43.73,34.64
2020-02-19,48.02,76.243,37.33,48.02,64.77,NA,63.4,45.97,NA,126.52,NA,37.53,53.18,5.685,61.6,NA,NA,NA,55.44,1.5,35.67,11.82,23.6,7.25,NA,143.36,19.23,41.05,9.4,NA,NA,42.95,34.04
2020-02-18,47.44,75.972,37.29,47.44,64.91,NA,63.46,46.15,NA,121.58,NA,37.87,53.32,5.615,61.13,NA,NA,NA,55.45,NA,35.1,11.46,22.76,7.24,NA,144.63,19.62,40.18,9.56,NA,NA,41.69,34.57
2020-02-14,47.5,75.937,37.79,47.5,64.93,NA,63.96,46.09,NA,117.97,NA,38.14,53.16,5.66,62.66,NA,NA,NA,55.47,1.5,34.98,11.847,23.22,7.21,NA,141,19.46,39.66,9.3,NA,NA,43.56,35.23
2020-02-13,47.86,75.67,38.04,47.86,64.72,NA,64.12,46.07,NA,120.86,NA,37.19,52.97,5.775,64.14,NA,NA,NA,55.31,1.47,34.98,11.7,23.54,7.23,NA,141.5,19.54,40.09,9.59,NA,NA,44.08,36.5
2020-02-12,47.72,75.932,38.24,47.72,65.49,NA,63.69,46.02,NA,120.52,NA,37.15,52.25,5.825,65.69,NA,NA,NA,55.73,NA,35.29,11.94,23.94,7.21,NA,147.08,19.71,41.25,9.61,NA,NA,45.38,35.36
2020-02-11,46.49,75.503,38,46.49,63.98,NA,63.08,44.79,NA,117.15,NA,36.435,50.56,5.635,64.47,NA,NA,NA,55.15,1.42,34.97,11.64,24.03,7.16,NA,145.77,18.85,41.27,9.76,NA,NA,44.22,34.76
2020-02-10,43.73,75.433,37.4,43.73,63.01,NA,64.25,44.66,NA,117,NA,36.02,50.37,5.565,64.15,NA,NA,NA,54.99,1.4,34.21,11.58,24.29,7.2,NA,148.33,20.6,40.01,10.18,NA,NA,44.75,34.2
2020-02-07,43.38,73.955,37.69,43.38,61.56,NA,64.03,44.74,NA,106.78,NA,36.2,49.64,5.81,63.22,NA,NA,NA,54.72,2.15,34.71,11.64,25.2,7.11,NA,154.55,20.2,40.63,9.64,NA,NA,45.3,34.06
2020-02-06,43.46,73.799,37.99,43.46,62.44,NA,63.88,44.6,NA,111.94,NA,38,49.48,5.865,64.17,NA,NA,NA,54.71,2.15,34.6,11.58,23.01,7.19,NA,154.37,21.13,37.09,9.42,NA,NA,45.28,34.12
2020-02-05,44.55,72.302,38.68,44.55,62.93,NA,63.93,44.59,NA,111.77,NA,37.125,49.57,5.685,64.18,NA,NA,NA,54.74,1.8,34.34,11.34,21.91,7.17,NA,147,21.61,36.81,8.43,NA,NA,44.28,34.66
2020-02-04,43.65,72.271,37.425,43.65,61.21,NA,63.43,44.28,NA,108.01,NA,37.41,50.72,5.545,64.22,NA,NA,NA,54.04,NA,33.57,11.28,22.46,7.21,NA,154.31,21.54,38.53,7.54,NA,NA,45.13,34.02
2020-02-03,43.2,74.13,36.56,43.2,62.24,NA,62.02,42.66,NA,111.08,NA,34.39,49.36,5.5,61.66,NA,NA,NA,53.09,1.72,33.08,10.8,22.35,7.17,NA,146.5,21.67,37.59,7.66,NA,NA,44.11,32.94
2020-01-31,42.44,71.639,36.59,42.44,62.85,NA,61.05,43.19,NA,109.78,NA,33.56,48.81,5.52,60.53,NA,NA,NA,52.45,2.6,34.13,10.86,22.03,7.07,NA,141.3,21.42,36.29,7.43,NA,NA,42.62,32.6
2020-01-30,43.85,72.713,37.6,43.85,62.93,NA,61.88,44.14,NA,113.51,NA,35.06,50.29,5.66,62.36,NA,NA,NA,53.31,NA,34.19,11.52,22.2,7.19,NA,142.71,21.94,36.68,7.38,NA,NA,43.85,34.77
